"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"It's as good as it gets for dry cleaning, I <font color = green>guess</font>!  <font color = green>Unfortunately</font>, I don't have a list of what to look for in a dry cleaner, but I'm pretty particular on how I like things to be, and they haven't <font color = green>disappointed</font> me yet.  \n\nRepairs have always been done properly, and my clothes always come back to me in tact, crisp and clean.  Their prices are great, and the ladies who work there are very pleasant.  If you sign up for their email list, you get coupons.  I've never paid their standard price of $2.25 a piece, and even that's cheap.  \n\nAnd c'mon <font color = green>people</font> - I see some of you <font color = green>walking</font> to your <font color = green>offices</font> with your wrinkled <font color = green>suits</font>.  <font color = green>Bring</font> them here.  I <font color = green>beg</font> you.","It's as good as it gets for dry cleaning, I <font color = red>suppose</font>!  <font color = red>Sadly</font>, I don't have a list of what to look for in a dry cleaner, but I'm pretty particular on how I like things to be, and they haven't <font color = red>disgusted</font> me yet.  \n\nRepairs have always been done properly, and my clothes always come back to me in tact, crisp and clean.  Their prices are great, and the ladies who work there are very pleasant.  If you sign up for their email list, you get coupons.  I've never paid their standard price of $2.25 a piece, and even that's cheap.  \n\nAnd c'mon <font color = red>persons</font> - I see some of you <font color = red>strolls</font> to your <font color = red>cabinets</font> with your wrinkled <font color = red>costume</font>.  <font color = red>Translating</font> them here.  I <font color = red>mendacity</font> you.",0.00014710426330566406,0.8895400166511536,1,0,1,161,"Successful"
"<font color = green>Best</font> frozen yogurt in the Valley. Very <font color = green>impressive</font>!","<font color = red>Allright</font> frozen yogurt in the Valley. Very <font color = red>marvellous</font>!",0.00032329559326171875,0.9974421858787537,1,0,1,37,"Successful"
"This is the <font color = red>WORST</font> AIRLINE I've flown on in a long time. They're disorganized, <font color = red>rude</font>, and there is very limited seating at their <font color = red>departure</font> <font color = red>gates</font>. Literally for a full flight there were 15 seats at the <font color = red>gate</font>. I <font color = red>asked</font> their service person why this was and she said 'because you'll get to <font color = red>sit</font> when you're on the plane.' I will avoid this <font color = red>airline</font> at all <font color = red>costs</font> in the future.","This is the <font color = green>FINEST</font> AIRLINE I've flown on in a long time. They're disorganized, <font color = green>cheeky</font>, and there is very limited seating at their <font color = green>deviation</font> <font color = green>stargates</font>. Literally for a full flight there were 15 seats at the <font color = green>gateway</font>. I <font color = green>poser</font> their service person why this was and she said 'because you'll get to <font color = green>seated</font> when you're on the plane.' I will avoid this <font color = green>aeronautics</font> at all <font color = green>prices</font> in the future.",0.00015020370483398438,0.6110117435455322,0,1,0,238,"Successful"
"This place really is as <font color = green>good</font> as it gets.  The food is <font color = green>spectacular</font>, the fried <font color = green>rice</font> is amazing and we always get the filet and it truly is melt in your <font color = green>mouth</font>.  Great fun and close to home.  The <font color = green>east</font> valley is lucky to have <font color = green>Osaka</font> here!!  Go <font color = green>check</font> it out","This place really is as <font color = red>ok</font> as it gets.  The food is <font color = red>dramatic</font>, the fried <font color = red>paddy</font> is amazing and we always get the filet and it truly is melt in your <font color = red>kisser</font>.  Great fun and close to home.  The <font color = red>westward</font> valley is lucky to have <font color = red>Japan</font> here!!  Go <font color = red>ticked</font> it out",0.00014460086822509766,0.8291435837745667,1,0,1,129,"Successful"
"Stromboli = delish! Pizza (cheese,  peperoni and jalape\u00f1o) was great!  Beer (coors light on tap) was ice cold <font color = green>thank</font> you, I had a great meal. My family has been going to this place for 10 + <font color = green>years</font>. Its right of the Jones exit from the 95. So worth a shot if you haven't tried this place yet. I come here for a late lunch and dinner,  sit at the bar or in dinning to watch the big screen TV.  The service and food are just <font color = green>great</font>. Great for <font color = green>kids</font>, my nephews always love <font color = green>coming</font> here. The only <font color = green>thing</font> I <font color = green>would</font> <font color = green>change</font> is they <font color = green>need</font> <font color = green>pitchers</font> of beer..","Stromboli = delish! Pizza (cheese,  peperoni and jalape\u00f1o) was great!  Beer (coors light on tap) was ice cold <font color = red>acknowledgement</font> you, I had a great meal. My family has been going to this place for 10 + <font color = red>olds</font>. Its right of the Jones exit from the 95. So worth a shot if you haven't tried this place yet. I come here for a late lunch and dinner,  sit at the bar or in dinning to watch the big screen TV.  The service and food are just <font color = red>big</font>. Great for <font color = red>juveniles</font>, my nephews always love <font color = red>impending</font> here. The only <font color = red>something</font> I <font color = red>owe</font> <font color = red>changeable</font> is they <font color = red>requiring</font> <font color = red>drummers</font> of beer..",0.00014531612396240234,0.8567386269569397,1,0,1,158,"Successful"
"I have been a Cafe Rio lover since the first time I had a salad there in SLC, Utah. We usually frequent the Gilbert/Baseline location and were thrilled when they opened San Tan since it's closer to our house. The food was just as good as always- I love the beef barbacoa salad and my husband loves the steak burrito. Portions are large, so sometimes we share. The queso is to die for, and we love that they give free \""""nino quesadillas\"""" for young children. My 2 year old eats every bite and I don't have to be upset later that I spent <font color = green>money</font> on a kids meal that went uneaten. Taco Tuesday is the best- and I still leave <font color = green>completely</font> <font color = green>stuffed</font> after just one taco.  Now, beware- this location gets CRAZY busy with the white shirt and tie crowd coming in from the Gilbert LDS temple around the corner. It's often difficult to find a table and the line can be long.  I would <font color = green>definitely</font> recommend to them that they not allow seating until you have your food in hand, as there are always huge parties taking up several tables pushed together that sit around and chat when they haven't ordered yet. Otherwise this is a spot we will continue to visit!","I have been a Cafe Rio lover since the first time I had a salad there in SLC, Utah. We usually frequent the Gilbert/Baseline location and were thrilled when they opened San Tan since it's closer to our house. The food was just as good as always- I love the beef barbacoa salad and my husband loves the steak burrito. Portions are large, so sometimes we share. The queso is to die for, and we love that they give free \""""nino quesadillas\"""" for young children. My 2 year old eats every bite and I don't have to be upset later that I spent <font color = red>finance</font> on a kids meal that went uneaten. Taco Tuesday is the best- and I still leave <font color = red>wholeheartedly</font> <font color = red>padded</font> after just one taco.  Now, beware- this location gets CRAZY busy with the white shirt and tie crowd coming in from the Gilbert LDS temple around the corner. It's often difficult to find a table and the line can be long.  I would <font color = red>admittedly</font> recommend to them that they not allow seating until you have your food in hand, as there are always huge parties taking up several tables pushed together that sit around and chat when they haven't ordered yet. Otherwise this is a spot we will continue to visit!",0.00022178888320922852,0.8299781680107117,1,0,1,89,"Successful"
"<font color = red>Gross</font>.  <font color = red>Hot</font>.  Not good.","<font color = red>Bruto</font>.  <font color = red>Hotter</font>.  Not good.",0.0001577138900756836,0.05827885866165161,0,0,0,17,"Failed"
"Rating is <font color = red>based</font> <font color = red>largely</font> on the <font color = red>snottiness</font> of the staff.  We weren't sure if children or non-locals were not appreciated.  We walked into a virtually empty restaurant at 6 on a Monday; got the once over; and the hostess said \""""i hope you have a reservation.  We have a big crowd at 6:30. You can wait for 45 minutes at the wine bar.\"""" We walked outside and easily booked a reservation on Open Table for 6:15, so we walked back in and were seated right away.  \n\nFood was ok--puttanesca tasted like yellow mustard but caprese was <font color = red>awesome</font>.  We <font color = red>repeatedly</font> got <font color = red>dirty</font> <font color = red>looks</font> from the staff throughout our meal though.  I should <font color = red>mention</font> that when we arrived a family with small children were leaving after finishing their meal and they had a stock-pile of high chairs in <font color = red>plain</font> view, so it was not <font color = red>unreasonable</font> to bring our well-behaved girls (6 and 2 yrs old).  By 6:30, there were still a number of empty tables.\n\nIf you're not from Pittsburgh, there attending college or joining your college-aged child or have <font color = red>small</font> children, I <font color = red>would</font> <font color = red>avoid</font> this place.","Rating is <font color = green>founded</font> <font color = green>especially</font> on the <font color = green>part</font> of the staff.  We weren't sure if children or non-locals were not appreciated.  We walked into a virtually empty restaurant at 6 on a Monday; got the once over; and the hostess said \""""i hope you have a reservation.  We have a big crowd at 6:30. You can wait for 45 minutes at the wine bar.\"""" We walked outside and easily booked a reservation on Open Table for 6:15, so we walked back in and were seated right away.  \n\nFood was ok--puttanesca tasted like yellow mustard but caprese was <font color = green>stunning</font>.  We <font color = green>frequently</font> got <font color = green>sleazebag</font> <font color = green>expect</font> from the staff throughout our meal though.  I should <font color = green>referenced</font> that when we arrived a family with small children were leaving after finishing their meal and they had a stock-pile of high chairs in <font color = green>lowland</font> view, so it was not <font color = green>unsupported</font> to bring our well-behaved girls (6 and 2 yrs old).  By 6:30, there were still a number of empty tables.\n\nIf you're not from Pittsburgh, there attending college or joining your college-aged child or have <font color = green>unassuming</font> children, I <font color = green>must</font> <font color = green>evita</font> this place.",0.00015687942504882812,0.984297513961792,0,1,0,251,"Successful"
"This <font color = red>place</font> is an embarrassment to mexican <font color = red>restaurants</font>. The <font color = red>food</font> here is <font color = red>terrible</font>! Here's what we <font color = red>ordered</font>:\nCombo taco/enchilada / oily taco, <font color = red>diarrhea</font> enchilada \nGreen chilie burrito / the tortilla was <font color = red>plastic</font> and the filling was <font color = red>gross</font>.\nTaco salad / bunch of stuff with zero taste. Should have grazed in the planter.\nThe beans and rice? <font color = red>Really</font>? They couldn't even get that right. Under cooked bland rice and under cooked beans.\nThis <font color = red>place</font> sux!\nBeer is <font color = red>good</font>.","This <font color = red>venue</font> is an embarrassment to mexican <font color = red>cuisine</font>. The <font color = red>dining</font> here is <font color = red>dreadful</font>! Here's what we <font color = red>sentenced</font>:\nCombo taco/enchilada / oily taco, <font color = red>gastritis</font> enchilada \nGreen chilie burrito / the tortilla was <font color = red>aesthetic</font> and the filling was <font color = red>apparent</font>.\nTaco salad / bunch of stuff with zero taste. Should have grazed in the planter.\nThe beans and rice? <font color = red>Genuinely</font>? They couldn't even get that right. Under cooked bland rice and under cooked beans.\nThis <font color = red>mise</font> sux!\nBeer is <font color = red>decent</font>.",0.00015091896057128906,0.0001533031463623047,0,0,0,419,"Failed"
"This is THE <font color = red>worst</font> <font color = red>excuse</font> for a Chinese buffet I have ever seen. Zero <font color = red>flavor</font> to any of the dishes. Can't believe they are as busy as they where.","This is THE <font color = green>gravest</font> <font color = green>apologizes</font> for a Chinese buffet I have ever seen. Zero <font color = green>stench</font> to any of the dishes. Can't believe they are as busy as they where.",0.0001494884490966797,0.9950908422470093,0,1,0,64,"Successful"
"I had <font color = green>written</font> my <font color = green>original</font> <font color = green>review</font> after the first time I went here.  <font color = green>Since</font> then, I have probably been about 20 more times.  This place is <font color = green>totally</font> a 5 star, bombastic <font color = green>breakfast</font> <font color = green>diner</font>.  The waitress is <font color = green>amazingly</font> quick and on top of things.  I really appreciate that attentiveness in the morning.  The kitchen <font color = green>kicks</font> out food just as quickly and it sure is good.  I've tried the sausage and eggs (which is a giant polish sausage that has been grilled) and \""""The Bus\"""" (which is a huge piece of ham).  The food is always great and the bill is always under $20 for both of us.  This is our fallback for <font color = green>breakfast</font> now.  <font color = green>No</font> more Denny's or IHOP - <font color = green>ALWAYS</font> JERRY'S.  We even went Christmas morning while waiting for the <font color = green>family</font> to <font color = green>wake</font> up.  This place is <font color = green>top</font> <font color = green>notch</font>.","I had <font color = red>authored</font> my <font color = red>first</font> <font color = red>examining</font> after the first time I went here.  <font color = red>Until</font> then, I have probably been about 20 more times.  This place is <font color = red>exclusively</font> a 5 star, bombastic <font color = red>luncheons</font> <font color = red>restaurant</font>.  The waitress is <font color = red>terribly</font> quick and on top of things.  I really appreciate that attentiveness in the morning.  The kitchen <font color = red>kicking</font> out food just as quickly and it sure is good.  I've tried the sausage and eggs (which is a giant polish sausage that has been grilled) and \""""The Bus\"""" (which is a huge piece of ham).  The food is always great and the bill is always under $20 for both of us.  This is our fallback for <font color = red>supper</font> now.  <font color = red>Never</font> more Denny's or IHOP - <font color = red>REPEATEDLY</font> JERRY'S.  We even went Christmas morning while waiting for the <font color = red>families</font> to <font color = red>waking</font> up.  This place is <font color = red>higher</font> <font color = red>grove</font>.",0.0001456737518310547,0.5682651996612549,1,0,1,247,"Successful"
"Hands down the <font color = green>best</font> <font color = green>movie</font> experience my <font color = green>wife</font> and I have ever had.  Being able to pick your seats, have them recline and you then can <font color = green>relax</font>.  Drinks that are also <font color = green>available</font> (<font color = green>alcohol</font>) makes it <font color = green>even</font> better.","Hands down the <font color = red>allright</font> <font color = red>footage</font> experience my <font color = red>girl</font> and I have ever had.  Being able to pick your seats, have them recline and you then can <font color = red>quietness</font>.  Drinks that are also <font color = red>approachable</font> (<font color = red>beverages</font>) makes it <font color = red>however</font> better.",0.00014448165893554688,0.9496654868125916,1,0,1,182,"Successful"
"My <font color = red>Dog</font> had been boarded here before several <font color = red>times</font> over the last 12 months with no <font color = red>problems</font>. I even recommended them to others and brought them business. We <font color = red>bought</font> a package of 10 nights of boarding as it saved us money to buy them in advance.This December 2012 we dropped our cavalier off on the way to the hospital to have our first baby. We then received a call a few days later from the manager saying our dog caught KENNEL COUGH from another dog and was <font color = red>transported</font> to a Veterinarian's office where we would need to pick him up from. The <font color = red>manager</font> also said we needed to pay her back for what she had to pay the vet and that we also <font color = red>owed</font>  them $70 for <font color = red>boarding</font>. This <font color = red>place</font> is not very organized and they don't ever have you sign <font color = red>papers</font> or even check you in on the computer. I am not sure how they are able to keep track of things. When we picked our dog up from the vet's office that they had taken him to he was covered in <font color = red>dried</font> up dog poop, his <font color = red>butt</font> was bleeding, and he was <font color = red>coughing</font> with a <font color = red>runny</font> <font color = red>nose</font>. It made me feel horrible to see my dog like this-he was <font color = red>miserable</font>. I <font color = red>trusted</font> these people with my dog and was very disappointed and angry when I picked him up and he was sick and covered in feces. I had just had a baby and did not need this added stress and <font color = red>neither</font> did my dog! To make it worse when we went to pay <font color = red>Gilbert</font> <font color = red>dogs</font> the $70 that the <font color = red>manager</font> had told us we <font color = red>owed</font> was now $100. You don't tell people they <font color = red>owe</font> one <font color = red>thing</font> and then <font color = red>change</font> it-that's <font color = red>unprofessional</font>! <font color = red>Very</font> disappointed and <font color = red>angry</font> with what happened to my <font color = red>dog</font>. <font color = red>Will</font> <font color = red>never</font> be <font color = red>back</font>!","My <font color = green>Puppy</font> had been boarded here before several <font color = green>schedules</font> over the last 12 months with no <font color = green>disturbances</font>. I even recommended them to others and brought them business. We <font color = green>purchase</font> a package of 10 nights of boarding as it saved us money to buy them in advance.This December 2012 we dropped our cavalier off on the way to the hospital to have our first baby. We then received a call a few days later from the manager saying our dog caught KENNEL COUGH from another dog and was <font color = green>transferring</font> to a Veterinarian's office where we would need to pick him up from. The <font color = green>governance</font> also said we needed to pay her back for what she had to pay the vet and that we also <font color = green>paid</font>  them $70 for <font color = green>loading</font>. This <font color = green>venue</font> is not very organized and they don't ever have you sign <font color = green>diaries</font> or even check you in on the computer. I am not sure how they are able to keep track of things. When we picked our dog up from the vet's office that they had taken him to he was covered in <font color = green>cured</font> up dog poop, his <font color = green>ass</font> was bleeding, and he was <font color = green>sneezing</font> with a <font color = green>coughs</font> <font color = green>truffle</font>. It made me feel horrible to see my dog like this-he was <font color = green>shameful</font>. I <font color = green>trustworthy</font> these people with my dog and was very disappointed and angry when I picked him up and he was sick and covered in feces. I had just had a baby and did not need this added stress and <font color = green>none</font> did my dog! To make it worse when we went to pay <font color = green>Chandler</font> <font color = green>hound</font> the $70 that the <font color = green>steering</font> had told us we <font color = green>paid</font> was now $100. You don't tell people they <font color = green>ought</font> one <font color = green>matter</font> and then <font color = green>shifts</font> it-that's <font color = green>amateurish</font>! <font color = green>Extraordinarily</font> disappointed and <font color = green>irritated</font> with what happened to my <font color = green>dachshund</font>. <font color = green>Eagerness</font> <font color = green>nos</font> be <font color = green>backward</font>!",0.00015020370483398438,0.6175510883331299,0,1,0,469,"Successful"
"<font color = green>Pretty</font> <font color = green>good</font> and they <font color = green>deliver</font>! The <font color = green>nachos</font> are <font color = green>excellent</font> and they put the <font color = green>cheese</font> sauce in its own container and is more than enough for an extra side of chips. Most <font color = green>locations</font> are cash only which can be a <font color = green>bummer</font>","<font color = green>Somewhat</font> <font color = green>fine</font> and they <font color = green>confer</font>! The <font color = green>cheeseburgers</font> are <font color = green>wondrous</font> and they put the <font color = green>cheesy</font> sauce in its own container and is more than enough for an extra side of chips. Most <font color = green>location</font> are cash only which can be a <font color = green>disappointment</font>",0.00014674663543701172,0.24821656942367554,1,1,1,125,"Failed"
"The <font color = green>cakes</font> were delicious. My pregnant <font color = green>wife</font> <font color = green>told</font> me she <font color = green>wanted</font> <font color = green>cake</font> in a <font color = green>text</font> so I Yelped \""""cake\"""".  I got a <font color = green>double</font> chocolate and a red velvet. They were <font color = green>exactly</font> what she wanted. I'll be back again for sure.","The <font color = green>fruitcake</font> were delicious. My pregnant <font color = green>female</font> <font color = green>notified</font> me she <font color = green>wanting</font> <font color = green>flake</font> in a <font color = green>texts</font> so I Yelped \""""cake\"""".  I got a <font color = green>fold</font> chocolate and a red velvet. They were <font color = green>scrupulously</font> what she wanted. I'll be back again for sure.",0.00014483928680419922,0.00015246868133544922,1,1,1,237,"Failed"
"I ordered from <font color = green>Hungry</font> Howie's many times and they <font color = green>never</font> disappoint. I <font color = green>think</font> their <font color = green>pizzas</font> have a fresh taste and I like the flavored <font color = green>crust</font>. The <font color = green>cinnamon</font> bread is <font color = green>excellent</font> too!","I ordered from <font color = green>Munchies</font> Howie's many times and they <font color = green>not</font> disappoint. I <font color = green>suppose</font> their <font color = green>cheeseburgers</font> have a fresh taste and I like the flavored <font color = green>cortex</font>. The <font color = green>fennel</font> bread is <font color = green>fantastic</font> too!",0.00014591217041015625,0.00016736984252929688,1,1,1,131,"Failed"
"Great people, great food, a fun place to go and they know you by <font color = green>name</font>.  We spend a lot of time here, <font color = green>feels</font> like Vegas <font color = green>used</font> to be when the <font color = green>casinos</font> went out of their way to make you <font color = green>feel</font> welcome.  This place is <font color = green>recommended</font> <font color = green>highly</font> by both my wife and I.  <font color = green>Shout</font> out to <font color = green>Sharon</font> and <font color = green>Michelle</font>, they both make us want to come back again and again.","Great people, great food, a fun place to go and they know you by <font color = red>appoint</font>.  We spend a lot of time here, <font color = red>odors</font> like Vegas <font color = red>employs</font> to be when the <font color = red>casino</font> went out of their way to make you <font color = red>thoughts</font> welcome.  This place is <font color = red>advises</font> <font color = red>severely</font> by both my wife and I.  <font color = red>Shouted</font> out to <font color = red>Charon</font> and <font color = red>Michael</font>, they both make us want to come back again and again.",0.00014472007751464844,0.6582950353622437,1,0,1,163,"Successful"
"Kevin has been working with us on our water heater and he is always on time, always nice and definitely knows his business. I can't believe he hasn't been <font color = green>reviewed</font>. <font color = green>Definitely</font> the <font color = green>nicest</font> \""""handyman\"""" I have ever met and <font color = green>reasonable</font> in pricing","Kevin has been working with us on our water heater and he is always on time, always nice and definitely knows his business. I can't believe he hasn't been <font color = red>inspected</font>. <font color = red>Emphatically</font> the <font color = red>toughest</font> \""""handyman\"""" I have ever met and <font color = red>justifiable</font> in pricing",0.00014472007751464844,0.8343455195426941,1,0,1,87,"Successful"
"No one appreciates Isaac Newton getting hit by an apple, until they they finish their <font color = green>Echo</font> trek up and begin their descent down.    \n\nA couple of things I wish knew before hand if traveling on the Echo side.\n\nBring a bag, or something to carry your water. Peeps say bring water, so peeps bring water bottles.  Half way up the trek, the bottle is a nuisance because you may need your hands.  People find create ways to carry their bottles to say the least.  Unless you're true mountaineer requiring constant hydration with a Camelbak, a track bag + water bottle is sufficient. \n\nDon't bother bringing a jacket, it too will be a nascence, do some jumping jacks before you head out and you'll be toasty. \n\nIt is only a 4 <font color = green>stars</font> because it is incredibly busy and parking is terrible.  Thankfully there's Park N hike, costing you  5 dollars.  Park at the  Town of Paradise Valley off Lincoln and Invergordon.  Its a good option for peeps not from the area, so you can get some nice local advice on trails.  Plus you can get a banana to prevent them cramps.\n\nFor peeps looking for a fun date, spot, consider going up the Cholla side and parking on the street.  If one of you is not too fit, the Echo trek will be miserable for you both.  \n\nI plan to make my millions zip lining peeps from the top to the bottom.  Snapping your ankles on the downward descent could replaced with a soul crushing 2700 foot drop.  \n\nNote apparently the Echo parking will be closed after January 12ish 2013, to add  more parking.  I have no idea where to park at that time.","No one appreciates Isaac Newton getting hit by an apple, until they they finish their <font color = red>Reiterate</font> trek up and begin their descent down.    \n\nA couple of things I wish knew before hand if traveling on the Echo side.\n\nBring a bag, or something to carry your water. Peeps say bring water, so peeps bring water bottles.  Half way up the trek, the bottle is a nuisance because you may need your hands.  People find create ways to carry their bottles to say the least.  Unless you're true mountaineer requiring constant hydration with a Camelbak, a track bag + water bottle is sufficient. \n\nDon't bother bringing a jacket, it too will be a nascence, do some jumping jacks before you head out and you'll be toasty. \n\nIt is only a 4 <font color = red>celebs</font> because it is incredibly busy and parking is terrible.  Thankfully there's Park N hike, costing you  5 dollars.  Park at the  Town of Paradise Valley off Lincoln and Invergordon.  Its a good option for peeps not from the area, so you can get some nice local advice on trails.  Plus you can get a banana to prevent them cramps.\n\nFor peeps looking for a fun date, spot, consider going up the Cholla side and parking on the street.  If one of you is not too fit, the Echo trek will be miserable for you both.  \n\nI plan to make my millions zip lining peeps from the top to the bottom.  Snapping your ankles on the downward descent could replaced with a soul crushing 2700 foot drop.  \n\nNote apparently the Echo parking will be closed after January 12ish 2013, to add  more parking.  I have no idea where to park at that time.",0.0001590251922607422,0.5951089859008789,1,0,1,23,"Successful"
".The <font color = red>prices</font> are high, the restaurant is <font color = red>constantly</font> dirty. \nThe food vs price value is poor and getting <font color = red>worse</font>. \nWant <font color = red>good</font> <font color = red>value</font> for your <font color = red>dollar</font>, go to Del Taco down the <font color = red>street</font>.",".The <font color = red>fees</font> are high, the restaurant is <font color = red>forever</font> dirty. \nThe food vs price value is poor and getting <font color = red>lousiest</font>. \nWant <font color = red>beneficial</font> <font color = red>valuing</font> for your <font color = red>dollars</font>, go to Del Taco down the <font color = red>calle</font>.",0.000148773193359375,0.0001500844955444336,0,0,0,161,"Failed"
"After reading the reviews on this site, I was <font color = green>skeptical</font>.  However I had no <font color = green>choice</font> since my family had already booked it.  We booked the Groupon deal for the Monarch Suite at $40/night.  Now when you think of a suite, don't think like the suite in \""""The Hangover.\""""\n\<font color = green>nI</font> <font color = green>expected</font> the room to be complete crap as it was listed on the reviews, but when I <font color = green>walked</font> in, it was opposite of my expectations.  In the monarch <font color = green>suite</font>, it is like a one-bedroom apartment.  It has a living room, a wet bar/kitchen, and a bedroom.  Two TV's in total, the flat screen is in the bedroom.  I don't mind the tube TV in the living room.\n\nThe carpet was clean, the furniture was clean, the bathroom was clean, and the bedroom was--clean.  Ice cold AC and free coffee in the room.  We requested a microwave (which was free) and a nice bell hop came by and dropped it off <font color = green>within</font> 15 minutes, he didn't even expect a tip!  \n\nThey have three pools and they are your average apartment complex size, but they are in working order!  Someone said the pool was cold in December... WHY ARE YOU SWIMMING IN DECEMBER?? \n\nBasically my <font color = green>experience</font> here was amazing.  Great room at $40/night with NO EXTRA FEES!  Great amenities and a shuttle straight to the strip, how convenient can it get?  I'd suggest you stay here as it is wonderful.  The only con is it's near McCarran Airport and you can hear the flights landing from here.\n\nTIP: Come early and request a renovated room!  That's what we did and that's <font color = green>probably</font> why our stay was great.  Lol","After reading the reviews on this site, I was <font color = red>unconvinced</font>.  However I had no <font color = red>options</font> since my family had already booked it.  We booked the Groupon deal for the Monarch Suite at $40/night.  Now when you think of a suite, don't think like the suite in \""""The Hangover.\""""\n\<font color = red>orr</font> <font color = red>planned</font> the room to be complete crap as it was listed on the reviews, but when I <font color = red>marched</font> in, it was opposite of my expectations.  In the monarch <font color = red>aftermath</font>, it is like a one-bedroom apartment.  It has a living room, a wet bar/kitchen, and a bedroom.  Two TV's in total, the flat screen is in the bedroom.  I don't mind the tube TV in the living room.\n\nThe carpet was clean, the furniture was clean, the bathroom was clean, and the bedroom was--clean.  Ice cold AC and free coffee in the room.  We requested a microwave (which was free) and a nice bell hop came by and dropped it off <font color = red>during</font> 15 minutes, he didn't even expect a tip!  \n\nThey have three pools and they are your average apartment complex size, but they are in working order!  Someone said the pool was cold in December... WHY ARE YOU SWIMMING IN DECEMBER?? \n\nBasically my <font color = red>savoring</font> here was amazing.  Great room at $40/night with NO EXTRA FEES!  Great amenities and a shuttle straight to the strip, how convenient can it get?  I'd suggest you stay here as it is wonderful.  The only con is it's near McCarran Airport and you can hear the flights landing from here.\n\nTIP: Come early and request a renovated room!  That's what we did and that's <font color = red>allegedly</font> why our stay was great.  Lol",0.00015044212341308594,0.7653359174728394,1,0,1,127,"Successful"
"24 <font color = red>hour</font> Vietnamese <font color = red>sounded</font> so good. I <font color = red>really</font> wanted to <font color = red>like</font> <font color = red>Jenni</font> <font color = red>Pho</font>, but <font color = red>sadly</font> the food was just <font color = red>terrible</font>.\n\<font color = red>nI</font> tried a <font color = red>chicken</font> <font color = red>vermicelli</font> bowl and  pork/shimp broken <font color = red>rice</font> plate. My <font color = red>friend</font> got pho with beef. Aside from the <font color = red>spring</font> roll appetizer which was ok, <font color = red>everything</font> <font color = red>else</font> was so <font color = red>bad</font> it was almost inedible.\n\nThe <font color = red>chicken</font> on top of my <font color = red>vermicelli</font> bowl tasted like it had spoiled. I took one <font color = red>bite</font> and had to <font color = red>spit</font> it out.\n\nOn to the broken rice plate. This dish wasn't scary bad like the chicken vermicelli, but it wasn't good <font color = red>either</font>. The pork was not trimmed, <font color = red>large</font> <font color = red>pieces</font> of fat hanging off it. Flavors were bland, boring.\n\nI didn't <font color = red>try</font> the pho but my friend <font color = red>said</font> it was <font color = red>way</font> too salty and had so <font color = red>much</font> <font color = red>grease</font> in the <font color = red>broth</font> that she couldn't eat it.\n\nWe <font color = red>sent</font> back all three dishes (something I almost never do) and <font color = red>kindly</font> <font color = red>told</font> our waiter what we didn't like about them, including that the chicken tasted <font color = red>like</font> it had <font color = red>spoiled</font>. We were <font color = red>quickly</font> served our <font color = red>bill</font> without any <font color = red>adjustments</font>.\n\nI <font color = red>understand</font> <font color = red>mistakes</font> can <font color = red>happen</font>, <font color = red>everyone</font> deserves a second <font color = red>chance</font>. When it's brought to a restaurants attention that they may be <font color = red>serving</font> spoiled meat and they do <font color = red>nothing</font> about it... well I'm <font color = red>sorry</font> but I'll definitely not be eating there again.","24 <font color = red>time</font> Vietnamese <font color = red>appeared</font> so good. I <font color = red>honestly</font> wanted to <font color = red>love</font> <font color = red>Tricia</font> <font color = red>Thanh</font>, but <font color = red>pathetically</font> the food was just <font color = red>awful</font>.\n\<font color = red>nee</font> tried a <font color = red>rooster</font> <font color = red>fettuccine</font> bowl and  pork/shimp broken <font color = red>reyes</font> plate. My <font color = red>buddy</font> got pho with beef. Aside from the <font color = red>fountains</font> roll appetizer which was ok, <font color = red>everybody</font> <font color = red>additionally</font> was so <font color = red>naughty</font> it was almost inedible.\n\nThe <font color = red>chick</font> on top of my <font color = red>fettuccine</font> bowl tasted like it had spoiled. I took one <font color = red>bit</font> and had to <font color = red>spitting</font> it out.\n\nOn to the broken rice plate. This dish wasn't scary bad like the chicken vermicelli, but it wasn't good <font color = red>or</font>. The pork was not trimmed, <font color = red>sizable</font> <font color = red>portions</font> of fat hanging off it. Flavors were bland, boring.\n\nI didn't <font color = red>tries</font> the pho but my friend <font color = red>explained</font> it was <font color = red>paths</font> too salty and had so <font color = red>plenty</font> <font color = red>lubricate</font> in the <font color = red>chowder</font> that she couldn't eat it.\n\nWe <font color = red>shipped</font> back all three dishes (something I almost never do) and <font color = red>handsomely</font> <font color = red>declare</font> our waiter what we didn't like about them, including that the chicken tasted <font color = red>love</font> it had <font color = red>canceled</font>. We were <font color = red>immediately</font> served our <font color = red>legislation</font> without any <font color = red>adjustment</font>.\n\nI <font color = red>realises</font> <font color = red>failures</font> can <font color = red>arrive</font>, <font color = red>anyone</font> deserves a second <font color = red>luck</font>. When it's brought to a restaurants attention that they may be <font color = red>contribute</font> spoiled meat and they do <font color = red>anything</font> about it... well I'm <font color = red>pardon</font> but I'll definitely not be eating there again.",0.00014972686767578125,0.0001621246337890625,0,0,0,1284,"Failed"
